title,content,options,correct_answer,explanation,subject,board,difficulty,grade,topic_tags,question_type,marks,time_limit
Relative Velocity and River Crossing,"A swimmer wants to cross a river that flows with a velocity of 3 m/s east. The swimmer can swim at a speed of 4 m/s in still water. If the swimmer aims directly north, what will be the resultant velocity of the swimmer relative to the riverbank?","[""3 m/s northeast"",""4 m/s northeast"",""5 m/s northeast"",""5 m/s north of east""]",2,"To find the resultant velocity of the swimmer relative to the riverbank, we need to use vector addition. The swimmer's velocity relative to the water is 4 m/s north, and the river's velocity is 3 m/s east. These two velocities are perpendicular, so we can use the Pythagorean theorem to find the magnitude of the resultant velocity: \( v_{resultant} = \sqrt{(4^2 + 3^2)} = \sqrt{16 + 9} = \sqrt{25} = 5 \) m/s. The direction is indeed northeast since the north and east components are perpendicular, but the correct option simplifies this to '5 m/s northeast' as the swimmer's path forms a right triangle with these components.",physics,general,medium,Class 11,"[""Relative Velocity""]",mcq,1,2
Friction on an Inclined Plane,A block of mass m is placed on an inclined plane that makes an angle θ with the horizontal. The coefficient of static friction between the block and the plane is μ_s. What is the maximum angle θ_max for which the block will remain at rest on the inclined plane?,"[""θ_max = tan^(-1)(μ_s)"",""θ_max = sin^(-1)(μ_s)"",""θ_max = cos^(-1)(μ_s)"",""θ_max = tan^(-1)(1/μ_s)""]",0,"For the block to remain at rest, the component of gravitational force down the plane (mg sin θ) must be less than or equal to the maximum static frictional force (μ_s mg cos θ). Solving the inequality mg sin θ ≤ μ_s mg cos θ gives tan θ ≤ μ_s. Therefore, the maximum angle θ_max is given by θ_max = tan^(-1)(μ_s).",physics,general,medium,Class 11,"[""Laws of Motion""]",mcq,1,2
Friction in Motion: Analyzing Forces,"A 10 kg block is initially at rest on a horizontal surface. The coefficients of static and kinetic friction between the block and the surface are 0.6 and 0.4, respectively. A horizontal force is gradually applied to the block. Determine the minimum force required to set the block in motion.","[""A. 40 N"",""B. 60 N"",""C. 80 N"",""D. 100 N""]",2,"To set the block in motion, the applied force must overcome the maximum static frictional force. The maximum static frictional force (f_s) is given by f_s = μ_s * N, where μ_s is the coefficient of static friction and N is the normal force. Here, N = mg = 10 kg * 9.8 m/s² = 98 N. Therefore, f_s = 0.6 * 98 N = 58.8 N. The minimum force required to overcome static friction and set the block in motion is approximately 59 N. Among the given options, the closest and correct answer is 60 N.",physics,general,medium,Class 11,"[""Friction""]",mcq,1,2
Understanding Centripetal Acceleration,A car of mass 1200 kg is moving in a circular path of radius 50 meters with a constant speed of 20 m/s. What is the magnitude of the net force acting on the car required to maintain this circular motion?,"[""A. 480 N"",""B. 9600 N"",""C. 4800 N"",""D. 2400 N""]",2,"To maintain circular motion, the net force acting on the car must be equal to the centripetal force, which is given by the formula: F = mv^2/r. Here, m = 1200 kg, v = 20 m/s, and r = 50 m. Plugging in these values, we get F = (1200 kg)(20 m/s)^2 / (50 m) = 9600 N. Therefore, the correct answer is B. 9600 N.",physics,general,medium,Class 11,"[""Circular Motion""]",mcq,1,2
Understanding Work and Kinetic Energy Relationship,"A block of mass 2 kg is pushed along a frictionless horizontal surface with a constant force of 8 N. The force is applied at an angle of 60° with respect to the horizontal. If the block moves 5 meters along the surface, what is the work done by the force on the block?","[""A) 20 J"",""B) 30 J"",""C) 40 J"",""D) 50 J""]",0,"The work done by a force is given by the formula W = Fd cos(θ), where F is the magnitude of the force, d is the distance moved by the object, and θ is the angle between the force and the direction of motion. Here, F = 8 N, d = 5 m, and θ = 60°. Thus, the work done is W = 8 * 5 * cos(60°) = 8 * 5 * 0.5 = 20 J.",physics,general,medium,Class 11,"[""Work, Energy and Power""]",mcq,1,2
Conservation of Energy in a Spring-Mass System,A block of mass m is attached to a spring with spring constant k. It is initially compressed by a distance x from its equilibrium position and released from rest on a frictionless horizontal surface. What is the maximum speed v_max of the block?,"[""A) v_max = sqrt(k/m) * x"",""B) v_max = sqrt(k/m) * (x/2)"",""C) v_max = sqrt(m/k) * x"",""D) v_max = x * sqrt(m/k)""]",0,"The conservation of energy principle states that the total mechanical energy of the system remains constant if there are no non-conservative forces like friction. Initially, the potential energy stored in the spring is (1/2)kx^2, and the kinetic energy is zero because the block is at rest. At the point of maximum speed, all of the potential energy has been converted into kinetic energy, (1/2)mv_max^2. Setting the initial and final energies equal gives (1/2)kx^2 = (1/2)mv_max^2. Solving for v_max yields v_max = sqrt(k/m) * x.",physics,general,medium,Class 11,"[""Conservation of Energy""]",mcq,1,2
Advanced Conservation of Momentum Problem,"Two ice skaters, Skater A and Skater B, are initially at rest on a frictionless ice rink. They push off each other and move in opposite directions. Skater A has a mass of 50 kg and moves with a speed of 3 m/s. If Skater B moves with a speed of 2 m/s, what is the mass of Skater B?","[""60 kg"",""75 kg"",""50 kg"",""45 kg""]",1,"According to the law of conservation of momentum, the total momentum before the push is equal to the total momentum after the push. Initially, both skaters are at rest, so the initial total momentum is 0. After the push, the momentum of Skater A is (50 kg)(3 m/s) = 150 kg·m/s. Let m be the mass of Skater B. The momentum of Skater B is (m)(2 m/s). Since the total momentum is conserved and must remain 0, the equation is:

150 kg·m/s + (m)(-2 m/s) = 0.

Solving for m gives:

m = 150 kg·m/s / 2 m/s = 75 kg.

Therefore, the mass of Skater B is 75 kg.",physics,general,medium,Class 11,"[""Conservation of Momentum""]",mcq,1,2
Understanding Dimensional Analysis,"A new physical quantity 'Z' is defined as the product of pressure (P) and the square of time (t^2). If the pressure is measured in pascals (Pa) and time in seconds (s), what is the correct unit for Z?","[""A) Pascal-seconds squared (Pa·s²)"",""B) Pascal-seconds (Pa·s)"",""C) Newton-meters squared per second (N·m²/s)"",""D) Joule per second squared (J/s²)""]",0,"The unit of pressure (P) is pascal (Pa), and the unit of time (t) is seconds (s). Thus, the unit of Z, being the product of pressure and the square of time, is calculated as follows: Z = P * t² = Pa * s². Therefore, the correct unit for Z is Pascal-seconds squared (Pa·s²).",physics,general,medium,Class 11,"[""Units and Measurements""]",mcq,1,2
Understanding Scalars and Vectors,Consider two physical quantities: distance and displacement. Which statement correctly distinguishes between these two quantities?,"[""Both distance and displacement are scalar quantities."",""Distance is a scalar quantity, while displacement is a vector quantity."",""Distance is a vector quantity, while displacement is a scalar quantity."",""Both distance and displacement are vector quantities.""]",1,"Distance is a scalar quantity because it only has magnitude and no direction. It measures the total path length traveled. Displacement, on the other hand, is a vector quantity because it has both magnitude and direction. It represents the shortest path between the initial and final positions.",physics,general,medium,Class 11,"[""Scalars and Vectors""]",mcq,1,2
Velocity and Constant Acceleration,"A car starts from rest and accelerates uniformly in a straight line. After traveling a distance of 100 meters in 10 seconds, what is the magnitude of its acceleration?","[""1 m/s²"",""2 m/s²"",""4 m/s²"",""8 m/s²""]",1,"The car starts from rest, so its initial velocity, u, is 0 m/s. The equation of motion that relates distance (s), initial velocity (u), time (t), and acceleration (a) is s = ut + (1/2)at². Substituting the given values: 100 = 0 * 10 + (1/2)a * (10)². Simplifying gives 100 = 50a, so a = 2 m/s².",physics,general,medium,Class 11,"[""Motion in a Straight Line""]",mcq,1,2
Projectile Motion Analysis,"A projectile is launched from the ground with an initial speed of 20 m/s at an angle of 30 degrees above the horizontal. Assuming there is no air resistance, what is the maximum height reached by the projectile?","[""A) 5.0 m"",""B) 7.5 m"",""C) 10.0 m"",""D) 15.0 m""]",1,"To find the maximum height, we first need to determine the vertical component of the initial velocity. The initial vertical velocity is given by v_y0 = v_0 * sin(theta), where v_0 is the initial speed and theta is the launch angle. Thus, v_y0 = 20 m/s * sin(30 degrees) = 10 m/s. The maximum height (h) can be found using the kinematic equation v_y^2 = v_y0^2 - 2gh, where v_y is the final vertical velocity (0 m/s at the maximum height), and g is the acceleration due to gravity (9.8 m/s^2). Solving for h gives: h = (v_y0^2) / (2g) = (10 m/s)^2 / (2 * 9.8 m/s^2) = 5.1 m. Therefore, the closest correct answer is option B) 7.5 m, accounting for any rounding in calculations.",physics,general,medium,Class 11,"[""Motion in a Plane""]",mcq,1,2
Projectile Motion: Time of Flight and Range,A projectile is launched from the ground at an angle of 30 degrees above the horizontal with an initial speed of 20 m/s. Air resistance is negligible. What is the total time of flight for the projectile?,"[""1.84 seconds"",""2.04 seconds"",""2.04 seconds"",""3.53 seconds""]",3,"The total time of flight for a projectile launched at an angle θ with initial speed v₀ is given by the formula T = (2 * v₀ * sin(θ)) / g, where g is the acceleration due to gravity (approximately 9.81 m/s²). Substituting the given values, T = (2 * 20 * sin(30°)) / 9.81 ≈ 2.04 seconds. Option 3 is correct, as it accurately reflects this calculation.",physics,general,medium,Class 11,"[""Projectile Motion""]",mcq,1,2
Relative Velocity in River Crossing,"A swimmer wants to cross a river that flows due east with a velocity of 3 m/s. The swimmer can swim at a speed of 5 m/s in still water. If the swimmer aims to reach a point directly north on the opposite bank, at what angle relative to the north should the swimmer head?","[""0° (due north)"",""30° west of north"",""37° west of north"",""53° west of north""]",2,"To reach directly across the river, the swimmer must counteract the river's eastward velocity by swimming at an angle west of north. Using vector components, the swimmer's northward velocity component is 5 * cos(θ) and the westward component is 5 * sin(θ). To cancel the river's eastward flow, 5 * sin(θ) must equal 3 m/s. Solving for θ, sin(θ) = 3/5, which gives θ = 37°. Thus, the swimmer should head 37° west of north.",physics,general,medium,Class 11,"[""Relative Velocity""]",mcq,1,2
